Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
6.135,1,0.079327367,0,152.8366,8,2,0,1,2871.5954,22
9.0,0,0.065194971,13,177.737,1,0,2,1,2117.244,32
17.5,0,0.026248606,13,255.1356,3,1,2,2,3815.034,10
12.15,0,0.131921819,5,246.346,2,1,1,1,739.038,12
11.0,1,0.0,5,155.263,9,1,0,1,625.852,20
17.5,0,0.026865809,5,261.691,6,2,1,1,4207.856,15
12.6,1,0.046544984,6,172.0422,5,1,2,3,4828.3816,34
12.6,0,0.092241348,4,75.867,5,1,2,3,2450.144,34
17.5,0,0.052740763,13,103.799,2,1,1,1,1135.189,12
12.6,0,0.0,13,119.8124,5,1,2,3,1659.1736,34
10.6,0,0.056748659,4,233.6642,1,0,2,1,3950.1914,32
7.145,0,0.017822936,5,161.3578,7,1,1,1,1123.2046,17
12.6,0,0.017659068,3,175.9686,5,1,2,3,5866.3638,34
20.7,1,0.07929647,0,97.2042,8,2,0,1,1686.4714,22
12.6,1,0.007006883,15,173.5738,5,1,2,3,1216.4166,34
17.5,0,0.026195131,13,252.6356,7,1,1,1,2543.356,17
17.7,1,0.042542484,5,161.921,9,1,0,1,2120.573,20
8.6,1,0.054474158,1,131.031,6,2,1,1,1038.648,15
9.5,1,0.0,5,228.4668,9,1,0,1,3916.2356,20
17.7,1,0.122372504,10,101.5674,3,1,2,2,1629.8784,10
12.3,0,0.037148619,13,116.8834,2,1,1,1,2649.2182,12
6.26,0,0.052593952,9,111.0228,0,1,2,0,221.0456,21
17.7,0,0.012593467,9,167.6474,3,1,2,2,3874.2902,10
18.25,0,0.012325122,6,162.8894,3,1,2,2,647.1576,10
5.8,0,0.131489269,4,89.7172,3,1,2,2,1605.9096,10
14.5,1,0.064224789,1,262.7594,2,1,1,1,7064.8038,12
18.25,0,0.060589424,15,162.5526,2,1,1,1,986.7156,12
12.85,0,0.022649893,6,179.3318,7,1,1,1,1263.0226,17
17.1,0,0.128390273,6,111.9886,6,2,1,1,1445.4518,15
7.575,0,0.055476238,4,196.8768,9,1,0,1,1182.4608,20
9.21,0,0.008757492,6,120.8414,1,0,2,1,2071.3038,32
11.3,0,0.007273831,10,196.6426,1,0,2,1,5141.3076,32
12.6,0,0.144534212,4,190.6504,4,2,0,0,575.2512,34
13.6,1,0.043743689,6,157.7946,7,1,1,1,1104.5622,17
20.85,1,0.062477955,0,87.2514,3,1,2,2,1505.3738,10
9.195,1,0.078060601,10,106.3596,8,2,0,1,2912.2092,22
12.6,0,0.026740767,5,261.291,5,1,2,3,5522.811,34
15.75,0,0.140821917,7,252.9382,9,1,0,1,2775.7202,20
16.5,1,0.068403271,3,101.999,3,1,2,2,619.194,10
12.6,0,0.0,6,126.6994,4,2,0,0,256.9988,34
20.5,0,0.02312394,11,154.634,1,0,2,1,2297.01,32
17.6,1,0.047449835,13,118.1782,3,1,2,2,2621.9204,10
8.775,0,0.110359004,4,42.7428,3,1,2,2,790.9704,10
10.1,0,0.054620504,8,197.5084,6,2,1,1,2976.126,15
18.2,0,0.0,8,44.1086,7,1,1,1,1115.215,17
8.975,1,0.009051307,3,103.099,1,0,2,1,309.597,32
12.6,1,0.160722863,6,65.7168,5,1,2,3,2237.088,34
9.6,0,0.03625493,6,141.0154,1,0,2,1,2694.4926,32
8.185,0,0.064824502,6,116.0808,0,1,2,0,234.3616,21
14.75,0,0.033024328,8,236.6906,3,1,2,2,3089.9778,10
20.5,0,0.143574191,9,37.219,7,1,1,1,476.047,17
14.65,1,0.099333217,13,51.3666,7,1,1,1,1076.5986,17
19.2,0,0.12475207,3,90.9488,2,1,1,1,633.8416,12
5.945,0,0.093170838,9,127.3652,9,1,0,1,1549.9824,20
17.5,1,0.007538459,4,144.2102,6,2,1,1,4082.6856,15
10.895,1,0.009676286,4,122.873,2,1,1,1,3448.844,12
20.5,0,0.141792841,15,89.7172,8,2,0,1,1159.8236,22
12.6,1,0.05436436,15,63.8168,5,1,2,3,958.752,34
13.65,1,0.031573246,3,99.47,3,1,2,2,299.61,10
15.7,0,0.055943697,8,150.6024,1,0,2,1,2428.8384,32
18.7,1,0.0,5,229.201,6,2,1,1,3215.814,15
19.35,1,0.066831682,14,163.8868,0,1,2,0,327.5736,21
16.0,1,0.065165046,4,79.3986,9,1,0,1,856.8846,20
6.965,0,0.0,9,159.4604,1,0,2,1,3169.208,32
11.395,1,0.069728296,10,233.9616,7,1,1,1,1406.1696,17
7.5,0,0.09660879,9,56.9588,7,1,1,1,744.3644,17
6.115,1,0.007038478,14,189.253,1,0,2,1,3605.307,32
12.6,1,0.153456703,4,264.091,4,2,0,0,262.991,34
14.8,1,0.043982464,1,110.657,7,1,1,1,2966.139,17
8.71,0,0.139202085,3,46.1376,6,2,1,1,383.5008,15
15.5,1,0.086184647,5,50.9692,3,1,2,2,394.1536,10
19.35,1,0.082250863,0,48.7034,6,2,1,1,534.6374,15
12.6,0,0.034286109,14,173.1422,5,1,2,3,5000.8238,34
19.2,0,0.100482186,5,111.8886,3,1,2,2,1667.829,10
16.25,1,0.049051717,6,152.4682,9,1,0,1,2439.4912,20
19.85,0,0.005230786,4,265.1884,1,0,2,1,5034.7796,32
13.65,1,0.08062523,5,259.6936,6,2,1,1,2087.9488,15
7.535,0,0.081787519,14,120.844,8,2,0,1,2157.192,22
12.6,0,0.010615026,5,185.1898,4,2,0,0,374.1796,34
12.6,0,0.009534758,13,64.551,5,1,2,3,1201.769,34
5.59,1,0.056602818,13,63.2168,8,2,0,1,1725.7536,22
11.0,1,0.057047756,6,240.4512,6,2,1,1,7028.1848,15
19.85,0,0.05410964,12,195.0768,9,1,0,1,1970.768,20
17.6,0,0.058209079,10,153.6314,7,1,1,1,5274.4676,17
6.215,1,0.083056555,0,224.4062,0,1,2,0,225.7062,21
15.1,1,0.020015391,5,128.831,3,1,2,2,1817.634,10
13.35,0,0.102426197,4,230.6352,1,0,2,1,5725.88,32
9.5,1,0.048761223,15,186.5898,9,1,0,1,5238.5144,20
11.8,1,0.0,5,179.2344,6,2,1,1,2141.2128,15
17.6,0,0.056281276,5,40.3454,6,2,1,1,796.9626,15
19.85,0,0.008762556,4,266.6884,0,1,2,0,264.9884,21
13.35,0,0.139669224,5,147.6392,9,1,0,1,1938.8096,20
18.85,0,0.137972993,7,158.4578,2,1,1,1,1444.1202,12
17.5,0,0.0,13,102.999,8,2,0,1,2992.771,22
20.2,1,0.121940099,13,95.3752,2,1,1,1,1150.5024,12
5.88,0,0.024926013,9,149.9392,9,1,0,1,1491.392,20
12.6,1,0.039031927,13,95.641,5,1,2,3,1737.738,34
15.85,0,0.13727,3,94.4094,2,1,1,1,1904.188,12
5.985,0,0.095989602,5,127.3678,7,1,1,1,508.6712,17
18.85,0,0.142443405,3,170.4132,2,1,1,1,4396.9432,12
18.85,0,0.137410256,7,161.7578,9,1,0,1,1604.578,20
7.51,0,0.104400238,13,113.5544,2,1,1,1,894.8352,12
16.2,0,0.0,9,190.8162,6,2,1,1,3271.0754,15
17.6,0,0.015750947,9,182.5976,3,1,2,2,1629.8784,10
8.97,0,0.092937216,9,54.6956,1,0,2,1,764.3384,32
7.22,1,0.03828933,0,64.751,1,0,2,1,126.502,32
12.6,0,0.208162156,13,228.1694,4,2,0,0,228.3694,34
8.71,0,0.121936216,3,94.4778,2,1,1,1,2628.5784,12
17.7,1,0.135646297,15,186.0924,3,1,2,2,3516.7556,10
15.85,0,0.069240685,1,217.5166,7,1,1,1,653.1498,17
6.055,0,0.03127929,6,160.3578,2,1,1,1,2406.867,12
12.6,1,0.08186804,0,46.8034,5,1,2,3,1069.2748,34
19.25,1,0.034753686,3,141.5496,9,1,0,1,1976.0944,20
16.5,0,0.028476451,13,91.0146,7,1,1,1,1368.219,17
13.5,1,0.067872402,4,57.8562,8,2,0,1,355.5372,22
12.6,1,0.026420581,10,250.9408,4,2,0,0,1001.3632,34
7.865,0,0.061183503,2,164.5526,7,1,1,1,1644.526,17
10.6,0,0.035247642,8,84.7224,9,1,0,1,1619.2256,20
12.6,1,0.02974207,4,88.9514,5,1,2,3,3453.5046,34
16.2,1,0.128397995,5,178.337,6,2,1,1,1411.496,15
14.5,1,0.058918844,6,169.7448,9,1,0,1,3238.4512,20
7.235,0,0.076791671,9,116.4492,1,0,2,1,2316.984,32
16.75,0,0.021220113,7,55.1298,6,2,1,1,1240.3854,15
12.6,1,0.2004264,0,88.8514,4,2,0,0,265.6542,34
12.6,0,0.078589629,14,113.286,5,1,2,3,2716.464,34
14.0,1,0.031261583,3,52.564,6,2,1,1,639.168,15
19.85,0,0.005235143,4,265.8884,8,2,0,1,2649.884,22
10.895,0,0.027032204,5,106.328,2,1,1,1,852.224,12
5.635,0,0.172856719,0,148.205,0,1,2,0,449.415,21
10.65,1,0.085617517,13,229.3668,2,1,1,1,2303.668,12
15.1,0,0.127334766,0,88.283,0,1,2,0,89.883,21
16.5,0,0.036641597,9,178.7318,8,2,0,1,1263.0226,22
13.35,1,0.014656564,3,208.5638,7,1,1,1,2277.7018,17
12.15,0,0.037864854,10,63.0826,1,0,2,1,322.913,32
13.65,0,0.036016619,13,186.3924,9,1,0,1,1295.6468,20
20.75,1,0.12953868,12,240.288,9,1,0,1,2396.88,20
19.1,0,0.038531668,6,210.6586,1,0,2,1,5487.5236,32
17.25,0,0.0,4,171.5764,7,1,1,1,4637.9628,17
12.6,1,0.112119359,14,123.0388,5,1,2,3,1981.4208,34
12.6,0,0.0,6,45.9402,5,1,2,3,872.8638,34
10.195,0,0.041907414,13,43.8428,1,0,2,1,175.7712,32
16.6,0,0.027556247,9,176.6344,1,0,2,1,1962.7784,32
17.6,1,0.076058484,10,111.8202,1,0,2,1,2025.3636,32
8.185,0,0.038729057,6,117.1808,8,2,0,1,1874.8928,22
13.65,1,0.080804019,5,261.1936,7,1,1,1,2348.9424,17
10.6,0,0.056884225,4,231.9642,9,1,0,1,3020.7346,20
10.8,0,0.050000257,6,243.9144,2,1,1,1,4655.2736,12
15.2,0,0.021207519,3,219.4824,8,2,0,1,1747.0592,22
8.895,0,0.0,7,232.9616,7,1,1,1,2812.3392,17
11.8,0,0.113307794,14,187.0924,6,2,1,1,1850.924,15
7.63,1,0.225476528,13,45.1402,0,1,2,0,45.9402,21
6.55,1,0.034800079,1,157.5288,2,1,1,1,1571.288,12
16.85,0,0.139301634,13,144.976,1,0,2,1,2783.044,32
12.6,0,0.025612348,6,168.2474,5,1,2,3,3200.5006,34
7.235,0,0.077290355,9,116.9492,2,1,1,1,2316.984,12
19.25,0,0.1017546,4,55.1956,6,2,1,1,491.3604,15
13.85,1,0.094265737,2,233.93,0,1,2,0,233.03,21
18.1,0,0.022380952,6,93.6094,1,0,2,1,476.047,32
18.6,0,0.01575657,13,153.1366,1,0,2,1,3173.8686,32
6.615,0,0.156307983,4,196.3426,0,1,2,0,790.9704,21
15.6,0,0.195688803,5,77.367,0,1,2,0,153.134,21
18.85,0,0.13747519,7,158.6578,7,1,1,1,3369.6138,17
7.235,0,0.0,13,197.2452,6,2,1,1,2348.9424,15
7.825,0,0.07962861,10,63.4826,8,2,0,1,2002.0606,22
12.6,0,0.03100078,9,177.0054,5,1,2,3,2101.2648,34
19.7,1,0.016202582,3,188.2556,6,2,1,1,3379.6008,15
12.6,0,0.024190156,4,34.4874,6,2,1,1,494.0236,15
10.65,1,0.085308611,13,230.2668,7,1,1,1,5759.17,17
16.75,1,0.008564925,10,73.2038,6,2,1,1,1404.1722,15
13.8,0,0.097457483,4,55.393,3,1,2,2,1018.674,10
9.6,0,0.029619203,9,43.6086,1,0,2,1,624.5204,32
13.1,0,0.0,11,189.253,8,2,0,1,1518.024,22
14.6,0,0.150872868,14,47.5692,7,1,1,1,1379.5376,17
6.67,1,0.09031453,13,130.5626,3,1,2,2,1180.4634,10
15.7,1,0.018930352,6,59.4536,8,2,0,1,857.5504,22
17.75,0,0.111209003,11,107.7912,1,0,2,1,982.7208,32
20.2,1,0.121153331,13,97.3752,1,0,2,1,958.752,32
10.85,0,0.163160327,13,107.4622,2,1,1,1,1693.7952,12
20.25,0,0.148163564,9,232.7616,9,1,0,1,1874.8928,20
12.6,0,0.028281197,13,90.2146,5,1,2,3,3648.584,34
5.86,1,0.150853308,10,156.0314,8,2,0,1,2016.7082,22
6.115,1,0.011437302,5,92.4488,2,1,1,1,1358.232,12
19.7,1,0.018024769,10,104.499,8,2,0,1,1031.99,22
9.8,0,0.090448534,11,194.5478,6,2,1,1,774.9912,15
12.5,1,0.08175276,6,89.0488,8,2,0,1,1267.6832,22
19.35,1,0.109667698,10,166.0816,0,1,2,0,671.1264,21
16.75,0,0.075735621,8,34.5532,8,2,0,1,323.5788,22
19.1,0,0.091917786,11,182.7608,8,2,0,1,1837.608,22
21.35,0,0.130127365,6,96.2094,0,1,2,0,190.4188,21
19.5,0,0.082483516,3,179.2002,1,0,2,1,2865.6032,32
6.575,1,0.075507758,1,146.4444,8,2,0,1,1596.5884,22
6.67,1,0.124126756,13,88.9514,2,1,1,1,2125.2336,12
12.3,0,0.009425158,0,74.838,9,1,0,1,1537.998,20
16.1,1,0.024999711,6,97.841,7,1,1,1,1255.033,17
12.6,1,0.058545606,10,155.8314,4,2,0,0,310.2628,34
17.35,0,0.020676141,11,80.6618,2,1,1,1,1208.427,12
15.35,0,0.02346559,5,35.219,0,1,2,0,36.619,21
8.975,1,0.05272914,3,86.4224,8,2,0,1,1022.6688,22
13.15,0,0.024630755,9,178.2686,1,0,2,1,2666.529,32
19.5,0,0.014274292,9,55.6614,8,2,0,1,718.3982,22
15.1,0,0.059313603,9,238.1248,6,2,1,1,4266.4464,15
5.465,1,0.048518008,0,132.9626,6,2,1,1,2360.9268,15
17.75,0,0.073349552,12,34.2216,1,0,2,1,934.7832,32
12.6,0,0.055648052,0,100.3016,5,1,2,3,2833.6448,34
6.96,0,0.077129323,14,92.7146,1,0,2,1,1733.0774,32
17.85,0,0.087824967,1,196.0794,3,1,2,2,1755.7146,10
5.095,1,0.130031207,13,142.4838,3,1,2,2,561.9352,10
5.73,0,0.045334098,14,87.0882,1,0,2,1,1803.6522,32
7.5,0,0.096333029,9,57.8588,1,0,2,1,1145.176,32
7.855,1,0.073858923,4,218.6482,1,0,2,1,3723.8194,32
5.655,0,0.175047104,14,146.9102,6,2,1,1,1895.5326,15
12.15,0,0.132952286,8,37.6506,0,1,2,0,37.9506,21
9.6,0,0.086145867,13,258.362,0,1,2,0,259.662,21
18.85,0,0.0520115,8,190.3846,1,0,2,1,3630.6074,32
20.2,1,0.059790095,6,127.4678,6,2,1,1,3560.6984,15
12.15,1,0.071440118,10,182.295,0,1,2,0,549.285,21
19.6,0,0.03395415,14,56.4614,9,1,0,1,773.6596,20
16.0,1,0.099271209,5,88.5856,8,2,0,1,878.856,22
12.6,0,0.020769677,4,117.5782,5,1,2,3,2741.0986,34
6.425,0,0.06316338,2,132.2626,6,2,1,1,2098.6016,15
6.825,0,0.059846975,8,262.5226,8,2,0,1,9779.9362,22
12.6,1,0.014342659,3,103.7674,4,2,0,0,203.7348,34
7.97,0,0.057667173,14,172.1422,0,1,2,0,517.3266,21
17.25,0,0.037155206,14,166.4526,1,0,2,1,3782.4098,32
9.1,0,0.080417724,9,48.8718,9,1,0,1,425.4462,20
19.2,0,0.041227831,9,129.831,8,2,0,1,1947.465,22
12.6,1,0.102226474,3,91.312,5,1,2,3,3075.996,34
12.6,1,0.178210285,10,95.7752,5,1,2,3,3930.8832,34
14.5,1,0.06904249,3,41.4454,0,1,2,0,41.9454,21
12.6,1,0.052791124,0,98.5384,4,2,0,0,591.2304,34
17.75,1,0.067607749,0,188.024,9,1,0,1,2796.36,20
7.145,0,0.017887474,5,160.6578,2,1,1,1,1765.0358,12
8.985,0,0.184440421,6,99.67,2,1,1,1,3295.71,12
16.35,0,0.091074449,9,196.811,2,1,1,1,3338.987,12
5.655,0,0.0,14,147.5102,8,2,0,1,1166.4816,22
9.5,0,0.041951439,14,32.49,9,1,0,1,865.54,20
5.78,1,0.074087369,13,264.9568,1,0,2,1,6855.0768,32
8.05,1,0.0,6,257.5646,1,0,2,1,5153.292,32
6.75,1,0.108679906,4,95.6752,3,1,2,2,1246.3776,10
16.6,0,0.136500981,7,173.3422,2,1,1,1,4138.6128,12
6.095,0,0.081361288,11,141.9154,7,1,1,1,2694.4926,17
15.1,0,0.0,13,197.211,0,1,2,0,196.411,21
19.35,1,0.018591464,13,112.9544,9,1,0,1,1342.2528,20
11.3,0,0.066952965,9,192.0478,3,1,2,2,3099.9648,10
10.8,0,0.029107004,13,240.5222,2,1,1,1,4541.4218,12
19.7,1,0.0,0,194.411,9,1,0,1,5106.686,20
12.6,0,0.065872936,6,113.1886,4,2,0,0,111.1886,34
10.5,1,0.117149075,0,164.121,3,1,2,2,1794.331,10
7.655,0,0.031994534,3,114.3492,9,1,0,1,1853.5872,20
8.235,0,0.08276363,0,146.5076,3,1,2,2,1625.8836,10
20.6,0,0.083004078,0,119.4756,8,2,0,1,1090.5804,22
19.35,1,0.021490911,6,122.1098,9,1,0,1,2892.2352,20
9.5,1,0.058835928,6,170.2448,0,1,2,0,170.4448,21
5.305,1,0.07871639,10,183.5608,0,1,2,0,551.2824,21
9.8,0,0.013869809,14,47.406,7,1,1,1,978.726,17
9.6,1,0.022274264,1,101.699,6,2,1,1,2992.771,15
13.0,0,0.153618566,3,79.6986,8,2,0,1,1480.0734,22
17.6,0,0.049267759,13,113.0176,3,1,2,2,2862.94,10
14.3,0,0.12826315,5,83.4224,2,1,1,1,681.7792,12
10.3,1,0.02494708,0,172.3422,7,1,1,1,5690.5926,17
15.1,1,0.157154813,6,62.2194,0,1,2,0,185.7582,21
6.03,0,0.022832115,4,176.7028,2,1,1,1,1416.8224,12
7.68,0,0.070900282,6,192.6162,8,2,0,1,5580.0698,22
20.0,1,0.028180789,6,46.8744,7,1,1,1,905.488,17
15.85,0,0.136497913,3,96.3094,8,2,0,1,2856.282,22
15.2,0,0.162462044,8,117.6492,0,1,2,0,347.5476,21
12.15,0,0.0,1,164.7184,8,2,0,1,3962.8416,22
19.35,0,0.118080437,13,222.6088,6,2,1,1,6040.1376,15
12.6,1,0.017466284,10,45.4718,5,1,2,3,1323.6104,34
12.6,0,0.031073804,12,157.5604,5,1,2,3,5704.5744,34
8.85,1,0.113302223,14,125.1388,2,1,1,1,1114.5492,12
19.85,0,0.025968706,9,49.5376,8,2,0,1,1006.6896,22
19.1,0,0.045400017,4,38.8138,7,1,1,1,690.4346,17
17.0,0,0.126958147,9,125.8362,2,1,1,1,2516.724,12
11.15,1,0.105307659,0,102.0648,8,2,0,1,1038.648,22
12.35,1,0.038500421,6,110.757,8,2,0,1,1208.427,22
20.85,0,0.02137305,6,103.3306,7,1,1,1,522.653,17
12.6,0,0.0,6,255.7988,5,1,2,3,9251.9568,34
7.035,0,0.0,5,263.291,0,1,2,0,525.982,21
4.785,0,0.09297084,1,122.0098,3,1,2,2,2048.6666,10
12.6,0,0.088839949,13,254.2672,5,1,2,3,10993.6896,34
17.25,1,0.209600084,2,40.348,0,1,2,0,39.948,21
9.3,1,0.033505804,10,153.4314,7,1,1,1,2482.1024,17
17.25,0,0.072986772,3,78.8986,7,1,1,1,1635.8706,17
17.85,0,0.024961677,14,153.1998,2,1,1,1,3383.5956,12
12.6,0,0.092433518,8,101.6674,5,1,2,3,1426.1436,34
9.8,0,0.026081567,13,217.585,6,2,1,1,4327.7,15
18.85,0,0.09079168,7,127.1336,1,0,2,1,3579.3408,32
9.695,0,0.113917889,8,158.2604,6,2,1,1,2693.8268,15
10.0,0,0.045928229,5,138.118,9,1,0,1,1957.452,20
16.6,0,0.135620265,7,172.9422,1,0,2,1,2931.5174,32
18.25,0,0.077709902,13,259.6962,6,2,1,1,5438.9202,15
5.82,0,0.134975628,9,170.579,0,1,2,0,509.337,21
9.31,0,0.037955094,5,62.151,8,2,0,1,1201.769,22
18.25,0,0.076125668,13,214.0218,7,1,1,1,2564.6616,17
19.7,0,0.067039526,13,178.337,9,1,0,1,1411.496,20
6.865,0,0.014021626,14,127.1652,7,1,1,1,1291.652,17
11.35,1,0.023358738,4,184.4608,9,1,0,1,4042.7376,20
17.7,0,0.029933275,13,169.0816,6,2,1,1,5201.2296,15
12.6,0,0.111777297,9,124.6046,5,1,2,3,2863.6058,34
20.85,0,0.032448523,0,177.866,8,2,0,1,1078.596,22
17.25,1,0.047266211,13,97.0068,8,2,0,1,1846.9292,22
15.35,0,0.01404119,5,38.419,9,1,0,1,476.047,20
13.65,0,0.04917754,6,151.805,1,0,2,1,2696.49,32
15.2,0,0.020280476,8,49.1034,0,1,2,0,194.4136,21
6.38,0,0.031962866,4,178.0344,7,1,1,1,535.3032,17
12.6,0,0.054376275,8,56.293,5,1,2,3,2546.685,34
6.905,1,0.063850971,4,97.2726,0,1,2,0,195.7452,21
12.6,1,0.060154968,5,110.1544,4,2,0,0,111.8544,34
12.6,1,0.134441765,15,183.9924,5,1,2,3,6478.234,34
15.7,0,0.03067808,7,44.777,1,0,2,1,605.878,32
15.2,1,0.103758647,6,177.0054,6,2,1,1,2976.7918,15
12.6,1,0.136701678,10,182.1608,5,1,2,3,5880.3456,34
12.6,0,0.308145448,6,222.0772,4,2,0,0,889.5088,34
12.6,1,0.074806196,4,112.9176,5,1,2,3,3435.528,34
8.355,0,0.013926425,0,93.0462,6,2,1,1,1110.5544,15
12.15,0,0.006754117,11,122.173,1,0,2,1,2586.633,32
13.35,0,0.0,13,238.7564,3,1,2,2,1906.8512,10
17.0,0,0.052209303,8,122.373,8,2,0,1,2586.633,22
17.35,1,0.041538713,5,93.1804,9,1,0,1,1378.206,20
12.6,0,0.13064231,13,88.383,4,2,0,0,89.883,34
9.1,0,0.055382616,9,115.0518,1,0,2,1,683.1108,32
6.13,0,0.0,6,54.1298,8,2,0,1,1348.245,22
12.6,0,0.041970938,6,55.4272,4,2,0,0,111.8544,34
19.2,1,0.005583951,15,226.9062,1,0,2,1,4514.124,32
8.895,0,0.075757177,7,233.8616,3,1,2,2,937.4464,10
19.75,0,0.012467648,6,188.1872,9,1,0,1,2458.1336,20
10.895,0,0.137368051,4,264.3568,3,1,2,2,4745.8224,10
12.6,0,0.092933158,6,91.0146,5,1,2,3,3466.1548,34
10.3,0,0.117593973,8,154.463,2,1,1,1,2503.408,12
19.1,1,0.026018497,6,148.2418,2,1,1,1,3089.9778,12
4.555,1,0.034410585,5,111.3544,9,1,0,1,1342.2528,20
12.6,0,0.02426524,8,114.0492,5,1,2,3,3938.8728,34
16.2,0,0.176175402,8,184.0608,2,1,1,1,2021.3688,12
8.975,1,0.088257771,3,84.1224,0,1,2,0,170.4448,21
21.1,1,0.020750867,2,128.7994,9,1,0,1,1927.491,20
17.75,0,0.111527348,11,110.2912,7,1,1,1,873.5296,17
12.8,1,0.114318263,1,142.2838,3,1,2,2,421.4514,10
6.905,1,0.038363204,4,98.1726,2,1,1,1,587.2356,12
10.195,1,0.245483691,5,141.8838,0,1,2,0,280.9676,21
5.785,1,0.053930934,6,87.3856,9,1,0,1,878.856,20
12.6,0,0.018942606,13,236.0248,5,1,2,3,6636.6944,34
7.96,0,0.028339599,3,162.4894,1,0,2,1,1779.6834,32
8.3,1,0.030151351,0,98.7384,8,2,0,1,492.692,22
5.46,1,0.107274301,6,145.5786,7,1,1,1,3900.9222,17
13.35,0,0.102670882,4,228.6352,9,1,0,1,3435.528,20
5.46,1,0.032177405,3,185.424,8,2,0,1,5219.872,22
12.6,1,0.039734882,14,165.7868,5,1,2,3,4913.604,34
20.75,1,0.083536989,5,180.3318,1,0,2,1,4149.9314,32
6.59,0,0.026225693,9,119.0098,9,1,0,1,2530.7058,20
7.55,0,0.0273235,3,151.934,2,1,1,1,1837.608,12
20.85,0,0.03747983,5,192.7478,7,1,1,1,2131.2258,17
18.85,0,0.168531813,9,192.5136,2,1,1,1,2916.204,12
15.2,0,0.021293909,3,218.4824,3,1,2,2,1528.6768,10
10.1,0,0.030269774,8,152.4656,7,1,1,1,2934.8464,17
10.0,0,0.025822315,3,262.7226,6,2,1,1,3171.8712,15
8.985,0,0.183688161,6,100.27,9,1,0,1,998.7,20
11.5,1,0.125579201,5,99.7358,6,2,1,1,1105.8938,15
12.6,0,0.077079177,8,61.5536,5,1,2,3,918.804,34
19.85,0,0.026074491,9,48.6376,3,1,2,2,575.2512,10
21.1,0,0.010593469,9,234.2958,1,0,2,1,3739.1328,32
4.555,1,0.034357169,5,112.6544,8,2,0,1,2684.5056,22
20.85,0,0.037396901,5,193.8478,6,2,1,1,2712.4692,15
7.905,0,0.064011067,7,230.2694,1,0,2,1,4567.388,32
6.78,1,0.085981978,6,228.4694,7,1,1,1,5480.8656,17
12.6,0,0.040318693,6,186.224,5,1,2,3,5033.448,34
15.0,1,0.161762835,3,185.9266,7,1,1,1,2581.9724,17
17.6,0,0.104878967,13,164.8868,8,2,0,1,2456.802,22
13.8,1,0.107469819,6,77.8012,0,1,2,0,227.7036,21
5.11,0,0.034868095,9,163.821,6,2,1,1,2120.573,15
8.71,1,0.046079575,4,43.5744,7,1,1,1,407.4696,17
7.235,0,0.058083831,13,113.6834,1,0,2,1,230.3668,32
12.3,1,0.064618976,15,89.8804,8,2,0,1,1286.3256,22
6.96,0,0.077178965,14,93.1146,6,2,1,1,2189.1504,15
18.0,1,0.142910689,6,89.6514,9,1,0,1,1859.5794,20
6.28,0,0.027682047,14,85.5198,1,0,2,1,1744.396,32
10.5,1,0.142511272,1,158.7578,6,2,1,1,2246.4092,15
14.15,0,0.09557165,14,171.0106,7,1,1,1,4106.6544,17
9.8,0,0.02316823,14,47.506,0,1,2,0,186.424,21
15.85,1,0.061045133,10,44.7744,1,0,2,1,181.0976,32
10.3,1,0.011148865,13,84.854,7,1,1,1,778.986,17
17.6,0,0.058091269,10,156.2314,8,2,0,1,2947.4966,22
12.6,1,0.019672774,3,86.4198,5,1,2,3,1918.8356,34
10.3,0,0.078678276,0,177.037,1,0,2,1,3705.177,32
9.195,1,0.117667492,13,159.5578,9,1,0,1,1283.6624,20
12.8,0,0.069902438,15,261.3252,3,1,2,2,3410.2276,10
10.0,1,0.037757166,13,126.7994,6,2,1,1,1284.994,15
17.25,0,0.107021498,5,40.5822,6,2,1,1,785.644,15
12.6,1,0.032892112,2,49.3008,5,1,2,3,1518.024,34
20.2,0,0.100477461,9,187.7898,2,1,1,1,2245.0776,12
7.5,0,0.036228067,8,175.2028,6,2,1,1,4427.57,15
7.895,1,0.094488485,2,100.7332,1,0,2,1,1230.3984,32
15.75,0,0.055154296,0,195.5452,3,1,2,2,1174.4712,10
12.6,0,0.106907604,2,162.8526,4,2,0,0,493.3578,34
13.65,1,0.073060301,5,196.2426,7,1,1,1,2570.6538,17
20.1,0,0.077439606,8,60.6536,6,2,1,1,980.0576,15
13.65,1,0.080968973,5,259.7936,3,1,2,2,2609.936,10
12.3,1,0.106492562,6,176.3396,9,1,0,1,1395.5168,20
12.6,1,0.139330557,3,109.5228,5,1,2,3,3426.2068,34
21.35,0,0.068822477,3,258.3278,8,2,0,1,7028.8506,22
7.72,1,0.074669288,1,76.3986,1,0,2,1,1402.1748,32
12.1,0,0.025834128,9,165.1526,0,1,2,0,164.4526,21
14.85,1,0.035227697,6,159.5578,1,0,2,1,2085.9514,32
12.6,0,0.050901814,9,120.5414,4,2,0,0,365.5242,34
16.0,0,0.072965144,9,231.3668,3,1,2,2,4607.336,10
8.395,0,0.039492207,13,97.3042,8,2,0,1,1091.2462,22
7.365,0,0.042552205,6,225.172,6,2,1,1,3395.58,15
20.5,0,0.020587886,6,89.583,1,0,2,1,1797.66,32
